32.15,28.87,36.32,31.32,986.89,-39.76,10.37,22.37,33.21,82.89
32.28,28.86,35.78,31.87,986.9,-40.49,9.74,23.05,33.73,83.53
32.13,28.86,36.32,31.22,986.99,-41.55,9.26,23.49,35.18,85.39
32.04,28.84,35.78,31.93,986.91,-42.49,8.72,24.34,36.75,87.56
32.06,28.84,35.78,31.3,986.91,-43.3,8.28,25.27,37.48,88.62
31.99,28.84,36.32,31.15,986.93,-44.08,7.81,26.1,37.96,89.34
32.21,28.83,35.78,31.72,986.97,-44.77,7.22,27.07,39.3,91.43
32.12,28.8,36.32,31.04,986.97,-45.44,6.68,28.05,40.74,93.87
32.13,28.81,36.86,31.4,986.94,-46.12,6.43,28.73,41.4,95.06
32.1,28.81,35.78,31.58,986.98,-46.74,5.94,29.68,41.86,95.94
32.12,28.8,35.78,31.64,986.99,-47.39,5.58,30.45,43.02,98.24
32.19,28.83,35.78,31.04,986.99,-47.79,5.3,31.6,44.28,100.99
32.19,28.85,36.32,31.4,986.99,-48.26,5.01,32.41,44.85,102.33
32.12,28.87,36.32,30.92,986.99,-48.64,4.8,33.14,45.25,103.33
32.22,28.93,36.32,30.76,987.07,-49.07,4.58,33.87,46.22,105.9
32.1,28.98,35.78,31.46,987.03,-49.29,4.5,34.92,47.26,108.99
32.35,28.99,36.32,31.15,987.03,-49.76,4.44,35.94,47.72,110.5
32.24,29.0,35.78,31.21,987.02,-50.0,4.5,36.52,48.04,111.6
32.26,29.05,35.78,31.11,987.06,-50.16,4.54,37.36,48.79,114.47
32.37,29.09,36.32,30.96,987.08,-50.3,4.54,37.96,49.56,117.88
32.28,29.09,35.78,30.88,987.04,-50.4,4.73,38.74,49.89,119.53
32.35,29.11,35.78,31.35,987.09,-50.47,4.87,39.36,50.1,120.74
32.44,29.09,36.32,31.18,987.07,-50.42,5.06,40.14,50.59,123.86
32.3,29.06,35.78,30.72,987.02,-50.35,5.28,41.0,51.05,127.52
32.3,29.03,35.78,31.72,987.02,-50.42,5.56,41.6,51.22,129.28
32.24,29.03,36.32,31.01,987.04,-50.39,5.77,42.19,51.32,130.55
32.37,29.01,36.32,31.05,987.03,-50.13,6.02,42.64,51.52,133.82
32.31,29.0,36.32,30.83,987.03,-49.98,6.48,43.09,51.62,137.61
32.26,28.98,36.86,30.98,987.01,-49.67,6.67,43.77,51.62,139.41
32.24,28.98,36.32,31.17,987.05,-49.33,6.91,44.49,51.61,140.71
32.26,28.96,35.78,31.04,987.05,-49.1,7.33,44.88,51.49,143.99
32.1,28.96,36.32,30.85,987.06,-48.62,7.74,45.48,51.24,147.75
32.22,28.97,36.86,31.14,987.07,-48.25,8.16,45.85,51.08,149.51
32.3,28.99,35.78,31.51,987.05,-47.93,8.3,46.38,50.94,150.77
32.33,29.04,36.32,31.25,987.02,-47.33,8.76,46.65,50.53,153.94
32.4,29.07,36.86,30.99,987.02,-46.82,9.3,46.95,49.94,157.51
32.37,29.08,36.32,31.03,987.03,-46.3,9.53,47.34,49.62,159.16
32.31,29.09,36.86,31.48,987.03,-45.9,9.86,47.44,49.37,160.34
32.37,29.15,36.32,31.22,987.0,-45.29,10.3,47.6,48.69,163.29
32.4,29.15,36.32,30.88,987.04,-44.81,10.6,47.8,47.78,166.65
32.35,29.14,36.86,30.59,987.04,-44.57,10.96,47.65,47.35,168.08
32.42,29.12,35.78,31.01,987.02,-44.15,11.17,47.65,47.0,169.15
